id,name,text,trans
4901700030010,灯織,……ここ？\n……それともこっち……？,……放在这里？\n……还是这边……？
0000000000000,プロデューサー,お、灯織は雪だるまのオーナメントか,哦，灯织是在摆雪人装饰品吗？
4901700030020,灯織,はい\nただ、どこに飾ろうか迷っていまして──,是的\n不过，还在犹豫该放在哪儿——
0000000000000,プロデューサー,灯織が『ここだ！』って思う場所に飾っていいんだぞ,放在你觉得“就是这里！”的地方就好～
4901700030030,灯織,ふふっ、すごい気合いですね,呵呵，真是干劲十足呢
0000000000000,プロデューサー,はは\n準備の時から、しっかりクリスマスを楽しみたいからさ,哈哈\n从为圣诞准备时起，我就想好好享受一番
4901700030040,灯織,……そうですよね\n私も楽しんでみます,……也是呢\n我也试着享受一下
4901700030050,灯織,……ここにしよう,……就放这里吧
0000000000000,プロデューサー,うん、いい感じだな……！,嗯，感觉很不错……！
4901700030060,灯織,プロデューサーのアドバイスのおかげです\nありがとうございました,多亏了制作人的建议\n谢谢您
info,special_communications/490170003.json,,
译者,勇敢浪漫天真,,
